budget,genres,id,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,vote_average,vote_count,profit,roi,movie_category,genres_list,release_year
30000000.0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",22970,The Cabin in the Woods,73.987775,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Mutant Enemy Productions"", ""id"": 10567}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-12-04,66486080.0,95.0,6.5,2263,36486080.0,1.2162026666666668,Average,"['Horror', 'Thriller']",2012.0
30000000.0,"[{""id"": 35, ""name"": ""Comedy""}]",7278,Meet the Spartans,10.608998,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""New Regency Pictures"", ""id"": 10104}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,84646831.0,84.0,3.7,359,54646831.0,1.8215610333333334,Average,['Comedy'],
30000000.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",9013,Midnight Run,12.821329,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""City Light Films"", ""id"": 136}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,38413606.0,126.0,7.2,238,8413606.0,0.28045353333333334,Average,"['Adventure', 'Comedy', 'Crime']",
27000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",865,The Running Man,30.131498,"[{""name"": ""Keith Barish Productions"", ""id"": 964}, {""name"": ""TAFT Entertainment Pictures"", ""id"": 965}, {""name"": ""HBO"", ""id"": 6068}, {""name"": ""Braveworld Productions"", ""id"": 23005}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,38122105.0,101.0,6.4,703,11122105.0,0.41192981481481483,Average,"['Action', 'Science Fiction']",
25000000.0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",10776,Little Shop of Horrors,12.113235,"[{""name"": ""The Geffen Company"", ""id"": 2956}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,38748395.0,94.0,6.6,384,13748395.0,0.5499358,Average,"['Horror', 'Comedy', 'Music']",
30000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",50456,Hanna,31.191975,"[{""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Neunte Babelsberg Film"", ""id"": 14684}, {""name"": ""Holleran Company"", ""id"": 21439}, {""name"": ""Sechzehnte Babelsberg Film"", ""id"": 23919}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-07-04,63782078.0,111.0,6.5,1263,33782078.0,1.1260692666666667,Average,"['Action', 'Thriller', 'Adventure']",2011.0
30000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",9823,Mortal Kombat: Annihilation,11.916389,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Threshold Entertainment"", ""id"": 4174}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,51376861.0,95.0,3.8,221,21376861.0,0.7125620333333333,Average,"['Action', 'Fantasy', 'Science Fiction']",
30000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",59861,Larry Crowne,20.355458,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Playtone Productions"", ""id"": 4170}, {""name"": ""Vendome Pictures"", ""id"": 7460}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,36160375.0,98.0,5.7,359,6160375.0,0.20534583333333334,Average,"['Comedy', 'Romance', 'Drama']",
30000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",133805,Carrie,63.848541,"[{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Misher Films"", ""id"": 11581}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,82394288.0,100.0,5.8,1463,52394288.0,1.7464762666666667,Average,"['Drama', 'Horror']",
30000000.0,"[{""id"": 10402, ""name"": ""Music""}]",12763,Take the Lead,8.999675,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Tiara Blu Films"", ""id"": 54512}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,34742066.0,108.0,6.6,162,4742066.0,0.15806886666666667,Average,['Music'],
30000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",9766,Gridiron Gang,9.278361,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,41480851.0,125.0,6.5,206,11480851.0,0.3826950333333333,Average,"['Action', 'Adventure', 'Crime', 'Drama']",
30000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",12244,9,55.806402,"[{""name"": ""Focus Films"", ""id"": 1268}, {""name"": ""Starz Animation"", ""id"": 2885}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Arc Productions"", ""id"": 10280}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,48428063.0,79.0,6.6,1262,18428063.0,0.6142687666666666,Average,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Thriller']",
30000000.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",109421,Side Effects,48.237797,"[{""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Endgame Entertainment"", ""id"": 1205}, {""name"": ""Universal"", ""id"": 6292}, {""name"": ""Open Road Films"", ""id"": 10427}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-07-02,63372757.0,106.0,6.4,1323,33372757.0,1.1124252333333333,Average,"['Thriller', 'Crime', 'Drama']",2013.0
30000000.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",51162,Winnie the Pooh,19.143721,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,14460000.0,63.0,6.8,258,-15540000.0,-0.518,Flop,"['Animation', 'Family']",
19000000.0,"[{""id"": 35, ""name"": ""Comedy""}]",10152,Dumb and Dumberer: When Harry Met Lloyd,15.67747,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,39267515.0,85.0,4.1,210,20267515.0,1.0667113157894736,Average,['Comedy'],
30000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",9452,Bulworth,4.52363,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,29202884.0,108.0,6.3,66,-797116.0,-0.026570533333333334,Flop,"['Comedy', 'Drama']",
30000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",9271,Virtuosity,5.301589,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-04-08,24048000.0,106.0,5.4,163,-5952000.0,-0.1984,Flop,"['Action', 'Crime', 'Science Fiction', 'Thriller']",1995.0
30000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",48340,Sanctum,20.063165,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Wayfare Entertainment"", ""id"": 5703}, {""name"": ""Sanctum Australia"", ""id"": 6490}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Great Wight Productions/ Osford Films"", ""id"": 19960}, {""name"": ""Start Motion Pictures"", ""id"": 19961}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2011-03-02,108609310.0,108.0,5.8,339,78609310.0,2.6203103333333333,Hit,"['Action', 'Thriller']",2011.0
35000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",14846,Little Black Book,6.246199,"[{""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Blue Star Pictures"", ""id"": 2779}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-06-08,22034832.0,111.0,5.2,112,-12965168.0,-0.3704333714285714,Flop,"['Comedy', 'Romance', 'Drama']",2004.0
30000000.0,"[{""id"": 35, ""name"": ""Comedy""}]",72207,The Five-Year Engagement,27.71063,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Apatow Productions"", ""id"": 10105}, {""name"": ""Stoller Global Solutions"", ""id"": 23876}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,53909751.0,124.0,5.7,457,23909751.0,0.7969917,Average,['Comedy'],
30000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",16232,Mr. 3000,2.850896,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,21800302.0,104.0,5.0,66,-8199698.0,-0.2733232666666667,Flop,"['Comedy', 'Drama']",
30000000.0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",43539,The Next Three Days,34.421696,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Fid\u00e9lit\u00e9 Films"", ""id"": 2927}, {""name"": ""Hwy61"", ""id"": 6320}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",,51148651.0,133.0,6.9,905,21148651.0,0.7049550333333333,Average,"['Romance', 'Drama', 'Thriller', 'Crime']",
30000000.0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",9920,Ultraviolet,15.89534,"[{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Ultravi Productions"", ""id"": 8003}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-03,31070211.0,87.0,4.8,458,1070211.0,0.0356737,Average,"['Science Fiction', 'Action', 'Thriller']",2006.0
30000000.0,"[{""id"": 53, ""name"": ""Thriller""}]",8978,Assault on Precinct 13,18.706504,"[{""name"": ""Rogue Pictures"", ""id"": 134}, {""name"": ""Why Not Productions"", ""id"": 729}, {""name"": ""Liaison Films"", ""id"": 20449}, {""name"": ""Biscayne Pictures"", ""id"": 20450}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",,35294470.0,109.0,6.0,311,5294470.0,0.17648233333333332,Average,['Thriller'],
30000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",11702,The Replacement Killers,9.607391,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-06-02,19204929.0,87.0,6.0,127,-10795071.0,-0.3598357,Flop,"['Action', 'Drama', 'Crime', 'Thriller']",1998.0
25000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",18550,Fled,2.77255,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,17193231.0,98.0,5.2,47,-7806769.0,-0.31227076,Flop,"['Action', 'Comedy', 'Thriller']",
30000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",43347,Love & Other Drugs,20.236951,"[{""name"": ""Bedford Falls Productions"", ""id"": 348}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Stuber Productions"", ""id"": 4403}, {""name"": ""New Regency Pictures"", ""id"": 10104}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,102820008.0,112.0,6.6,1233,72820008.0,2.4273336,Hit,"['Drama', 'Comedy', 'Romance']",
30000000.0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",3489,88 Minutes,16.883429,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Nu Image Entertainment"", ""id"": 713}, {""name"": ""Brightlight Pictures"", ""id"": 1063}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,16930884.0,108.0,5.7,313,-13069116.0,-0.4356372,Flop,"['Crime', 'Mystery', 'Thriller']",
35000000.0,"[{""id"": 18, ""name"": ""Drama""}]",9701,North Country,12.779201,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Nick Wechsler Productions"", ""id"": 8073}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-12-02,25224242.0,126.0,6.8,125,-9775758.0,-0.2793073714285714,Flop,['Drama'],2005.0
40000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2122,The Whole Ten Yards,14.729386,"[{""name"": ""Cheyenne Enterprises"", ""id"": 890}, {""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""MHF Zweite Academy Film"", ""id"": 8848}, {""name"": ""Eclipse Catering"", ""id"": 23787}, {""name"": ""Nine Yards Two Productions"", ""id"": 51771}, {""name"": ""Nine Yards Productions"", ""id"": 51772}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-07-04,26155781.0,98.0,5.5,278,-13844219.0,-0.346105475,Flop,"['Comedy', 'Thriller', 'Crime']",2004.0
37000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",10658,Howard the Duck,11.374306,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1986-01-08,37962774.0,110.0,5.1,221,962774.0,0.02602091891891892,Average,"['Comedy', 'Fantasy', 'Science Fiction']",1986.0
30000000.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",13150,Pride and Glory,10.703602,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Solaris Film"", ""id"": 1001}, {""name"": ""Avery Pix"", ""id"": 1565}, {""name"": ""O'Connor Brothers"", ""id"": 12066}, {""name"": ""Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG"", ""id"": 12067}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2008-09-09,31148328.0,130.0,6.3,240,1148328.0,0.0382776,Average,"['Thriller', 'Crime', 'Drama']",2008.0
30000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9042,The Cave,10.756266,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Cinerenta Medienbeteiligungs KG"", ""id"": 995}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Cineblue Internationale Filmproduktionsgesellschaft"", ""id"": 26032}, {""name"": ""City Productions"", ""id"": 26033}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,15007991.0,97.0,5.1,202,-14992009.0,-0.4997336333333333,Flop,"['Action', 'Adventure', 'Horror', 'Thriller']",
30000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",17813,Alex & Emma,4.352422,"[{""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Reiner / Greisman Productions"", ""id"": 86256}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,15368897.0,96.0,5.0,68,-14631103.0,-0.4877034333333333,Flop,"['Comedy', 'Romance']",
30000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",11208,Wicker Park,9.301562,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-03-09,13001257.0,114.0,6.7,157,-16998743.0,-0.5666247666666666,Flop,"['Drama', 'Mystery', 'Romance', 'Thriller']",2004.0
17000000.0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",58151,Fright Night,18.27083,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,24922237.0,106.0,6.0,603,7922237.0,0.4660139411764706,Average,"['Horror', 'Comedy']",
30000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",11400,The New World,19.106154,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""First Foot Films"", ""id"": 22110}, {""name"": ""Sunflower Productions"", ""id"": 22253}, {""name"": ""Sarah Green Film"", ""id"": 22254}, {""name"": ""The Virginia Company LLC"", ""id"": 22255}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,30536013.0,135.0,6.4,330,536013.0,0.0178671,Average,"['Drama', 'History', 'Romance']",
25000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",11058,Godsend,12.10235,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""2929 Productions"", ""id"": 846}, {""name"": ""Artists Production Group (APG)"", ""id"": 18620}, {""name"": ""Blue Productions"", ""id"": 57347}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,30114487.0,102.0,4.7,114,5114487.0,0.20457948,Average,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",
23000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",14844,Chasing Liberty,3.362045,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""ETIC Films"", ""id"": 2979}, {""name"": ""C.R.G. International"", ""id"": 8291}, {""name"": ""Trademark Films"", ""id"": 22153}, {""name"": ""Micro Fusion 2003-2"", ""id"": 67252}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-09-01,12.0,111.0,6.1,152,-22999988.0,-0.9999994782608695,Flop,"['Comedy', 'Romance']",2004.0
30000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",57089,Hoodwinked Too! Hood VS. Evil,10.694417,"[{""name"": ""HW Two"", ""id"": 7582}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,13521829.0,86.0,4.8,131,-16478171.0,-0.5492723666666667,Flop,"['Comedy', 'Animation', 'Family']",
30000000.0,"[{""id"": 18, ""name"": ""Drama""}]",1947,An Unfinished Life,6.353971,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Persistent Entertainment"", ""id"": 810}, {""name"": ""Initial Entertainment Group (IEG)"", ""id"": 7380}, {""name"": ""The Ladd Company"", ""id"": 7965}, {""name"": ""Kalis Productions GmbH & Co. Zweite KG"", ""id"": 20376}, {""name"": ""Unfinished Films"", ""id"": 20377}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2005-09-09,18618284.0,108.0,6.7,161,-11381716.0,-0.37939053333333334,Flop,['Drama'],2005.0
30000000.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 9648, ""name"": ""Mystery""}]",8054,The Imaginarium of Doctor Parnassus,37.181019,"[{""name"": ""Infinity Features Entertainment"", ""id"": 212}, {""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""The Movie Network"", ""id"": 808}, {""name"": ""Canadian Film or Video Production Tax Credit (CPTC)"", ""id"": 8582}, {""name"": ""British Columbia Film"", ""id"": 10316}, {""name"": ""Province of British Columbia Film Incentive BC"", ""id"": 11567}, {""name"": ""Movie Central"", ""id"": 11575}, {""name"": ""Grosvenor Park Productions"", ""id"": 17449}, {""name"": ""Poo Poo Pictures"", ""id"": 23116}, {""name"": ""Parnassus Productions"", ""id"": 55990}, {""name"": ""U.K. Tax Credit"", ""id"": 55991}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2009-01-10,64352607.0,123.0,6.3,869,34352607.0,1.1450869,Average,"['Adventure', 'Fantasy', 'Mystery']",2009.0
30000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",46829,Barney's Version,4.952735,"[{""name"": ""Serendipity Point Films"", ""id"": 805}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",,8454301.0,134.0,7.2,129,-21545699.0,-0.7181899666666667,Flop,"['Comedy', 'Drama']",
30000000.0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",146238,Runner Runner,22.975918,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Appian Way"", ""id"": 562}, {""name"": ""Stone Village Pictures"", ""id"": 7420}, {""name"": ""New Regency Pictures"", ""id"": 10104}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,62616646.0,91.0,5.5,543,32616646.0,1.0872215333333333,Average,"['Crime', 'Thriller', 'Drama']",
30000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",9989,Antitrust,8.359599,"[{""name"": ""Industry Entertainment"", ""id"": 376}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Hyde Park Films"", ""id"": 1172}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-12-01,18195610.0,108.0,5.8,153,-11804390.0,-0.39347966666666667,Flop,"['Action', 'Crime', 'Drama']",2001.0
18000000.0,"[{""id"": 10752, ""name"": ""War""}]",9665,Glory,16.102271,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Freddie Fields Productions"", ""id"": 27349}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",,26828365.0,122.0,7.4,383,8828365.0,0.4904647222222222,Average,['War'],
30000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",13967,Miss Potter,8.386432,"[{""name"": ""BBC Films"", ""id"": 288}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-12,35078241.0,92.0,6.3,141,5078241.0,0.1692747,Average,"['Drama', 'Family', 'Romance']",2006.0
21000000.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",9053,DOA: Dead or Alive,12.790408,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Mindfire Entertainment"", ""id"": 8068}, {""name"": ""Team Ninja"", ""id"": 12317}, {""name"": ""VIP 4 Medienfonds"", ""id"": 23238}, {""name"": ""Tecmo"", ""id"": 37134}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-07-09,480314.0,87.0,5.0,205,-20519686.0,-0.9771279047619048,Flop,"['Adventure', 'Action', 'Thriller']",2006.0
30000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",4512,The Assassination of Jesse James by the Coward Robert Ford,35.53352,"[{""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""Virtual Studios"", ""id"": 449}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Alberta Film Entertainment"", ""id"": 3997}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Jesse Films Inc."", ""id"": 11252}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-02-09,14711793.0,160.0,7.0,776,-15288207.0,-0.5096069,Flop,"['Action', 'Drama', 'Western']",2007.0
